path,ext,owner,text
C:/synthetic_data/doc_74.pdf,.pdf,alice,Synthetic content for document 74 of type .pdf
C:/synthetic_data/doc_75.pptx,.pptx,dave,Synthetic content for document 75 of type .pptx
C:/synthetic_data/doc_76.pptx,.pptx,dave,Synthetic content for document 76 of type .pptx
C:/synthetic_data/doc_77.docx,.docx,carol,Synthetic content for document 77 of type .docx
C:/synthetic_data/doc_78.pdf,.pdf,alice,Synthetic content for document 78 of type .pdf
C:/synthetic_data/doc_79.pdf,.pdf,carol,Synthetic content for document 79 of type .pdf
C:/synthetic_data/doc_80.pptx,.pptx,carol,Synthetic content for document 80 of type .pptx
C:/synthetic_data/doc_81.pdf,.pdf,alice,Synthetic content for document 81 of type .pdf
C:/synthetic_data/doc_82.docx,.docx,dave,Synthetic content for document 82 of type .docx
C:/synthetic_data/doc_83.docx,.docx,dave,Synthetic content for document 83 of type .docx
C:/synthetic_data/doc_84.pptx,.pptx,carol,Synthetic content for document 84 of type .pptx
C:/synthetic_data/doc_85.docx,.docx,bob,Synthetic content for document 85 of type .docx
C:/synthetic_data/doc_86.docx,.docx,bob,Synthetic content for document 86 of type .docx
C:/synthetic_data/doc_87.docx,.docx,carol,Synthetic content for document 87 of type .docx
C:/synthetic_data/doc_88.pptx,.pptx,alice,Synthetic content for document 88 of type .pptx
C:/synthetic_data/doc_89.pdf,.pdf,carol,Synthetic content for document 89 of type .pdf
C:/synthetic_data/doc_90.docx,.docx,dave,Synthetic content for document 90 of type .docx
C:/synthetic_data/doc_91.docx,.docx,carol,Synthetic content for document 91 of type .docx
C:/synthetic_data/doc_92.docx,.docx,bob,Synthetic content for document 92 of type .docx
C:/synthetic_data/doc_93.docx,.docx,bob,Synthetic content for document 93 of type .docx
C:/synthetic_data/doc_94.pdf,.pdf,dave,Synthetic content for document 94 of type .pdf
C:/synthetic_data/doc_95.pdf,.pdf,alice,Synthetic content for document 95 of type .pdf
C:/synthetic_data/doc_96.pptx,.pptx,alice,Synthetic content for document 96 of type .pptx
C:/synthetic_data/doc_97.pdf,.pdf,dave,Synthetic content for document 97 of type .pdf
C:/synthetic_data/doc_98.docx,.docx,alice,Synthetic content for document 98 of type .docx
C:/synthetic_data/doc_99.pdf,.pdf,bob,Synthetic content for document 99 of type .pdf
C:/synthetic_data/doc_100.docx,.docx,bob,Synthetic content for document 100 of type .docx
C:/synthetic_data/doc_101.docx,.docx,carol,Synthetic content for document 101 of type .docx
C:/synthetic_data/doc_102.docx,.docx,carol,Synthetic content for document 102 of type .docx
C:/synthetic_data/doc_103.pdf,.pdf,carol,Synthetic content for document 103 of type .pdf
C:/synthetic_data/doc_104.pdf,.pdf,carol,Synthetic content for document 104 of type .pdf
C:/synthetic_data/doc_105.docx,.docx,dave,Synthetic content for document 105 of type .docx
C:/synthetic_data/doc_106.docx,.docx,dave,Synthetic content for document 106 of type .docx
C:/synthetic_data/doc_107.pptx,.pptx,alice,Synthetic content for document 107 of type .pptx
C:/synthetic_data/doc_108.pdf,.pdf,carol,Synthetic content for document 108 of type .pdf
C:/synthetic_data/doc_109.docx,.docx,bob,Synthetic content for document 109 of type .docx
C:/synthetic_data/doc_110.docx,.docx,alice,Synthetic content for document 110 of type .docx
C:/synthetic_data/doc_111.pdf,.pdf,bob,Synthetic content for document 111 of type .pdf
C:/synthetic_data/doc_112.docx,.docx,bob,Synthetic content for document 112 of type .docx
C:/synthetic_data/doc_113.pdf,.pdf,carol,Synthetic content for document 113 of type .pdf
C:/synthetic_data/doc_114.docx,.docx,alice,Synthetic content for document 114 of type .docx
C:/synthetic_data/doc_115.docx,.docx,alice,Synthetic content for document 115 of type .docx
C:/synthetic_data/doc_116.pptx,.pptx,alice,Synthetic content for document 116 of type .pptx
C:/synthetic_data/doc_117.docx,.docx,bob,Synthetic content for document 117 of type .docx
C:/synthetic_data/doc_118.docx,.docx,bob,Synthetic content for document 118 of type .docx
C:/synthetic_data/doc_119.pdf,.pdf,alice,Synthetic content for document 119 of type .pdf
C:/synthetic_data/doc_120.docx,.docx,carol,Synthetic content for document 120 of type .docx
C:/synthetic_data/doc_121.pdf,.pdf,alice,Synthetic content for document 121 of type .pdf
C:/synthetic_data/doc_122.docx,.docx,alice,Synthetic content for document 122 of type .docx
C:/synthetic_data/doc_123.pdf,.pdf,dave,Synthetic content for document 123 of type .pdf
C:/synthetic_data/doc_124.pdf,.pdf,carol,Synthetic content for document 124 of type .pdf
C:/synthetic_data/doc_125.pdf,.pdf,carol,Synthetic content for document 125 of type .pdf
C:/synthetic_data/doc_126.pdf,.pdf,bob,Synthetic content for document 126 of type .pdf
C:/synthetic_data/doc_127.pdf,.pdf,dave,Synthetic content for document 127 of type .pdf
C:/synthetic_data/doc_128.docx,.docx,alice,Synthetic content for document 128 of type .docx
C:/synthetic_data/doc_129.pdf,.pdf,alice,Synthetic content for document 129 of type .pdf
C:/synthetic_data/doc_130.docx,.docx,bob,Synthetic content for document 130 of type .docx
C:/synthetic_data/doc_131.pdf,.pdf,alice,Synthetic content for document 131 of type .pdf
C:/synthetic_data/doc_132.docx,.docx,carol,Synthetic content for document 132 of type .docx
C:/synthetic_data/doc_133.pptx,.pptx,alice,Synthetic content for document 133 of type .pptx
C:/synthetic_data/doc_134.pdf,.pdf,bob,Synthetic content for document 134 of type .pdf
C:/synthetic_data/doc_135.pdf,.pdf,alice,Synthetic content for document 135 of type .pdf
C:/synthetic_data/doc_136.pdf,.pdf,dave,Synthetic content for document 136 of type .pdf
C:/synthetic_data/doc_137.docx,.docx,carol,Synthetic content for document 137 of type .docx
C:/synthetic_data/doc_138.pptx,.pptx,carol,Synthetic content for document 138 of type .pptx
C:/synthetic_data/doc_139.pptx,.pptx,carol,Synthetic content for document 139 of type .pptx
C:/synthetic_data/doc_140.docx,.docx,alice,Synthetic content for document 140 of type .docx
C:/synthetic_data/doc_141.pptx,.pptx,dave,Synthetic content for document 141 of type .pptx
C:/synthetic_data/doc_142.pptx,.pptx,alice,Synthetic content for document 142 of type .pptx
C:/synthetic_data/doc_143.docx,.docx,bob,Synthetic content for document 143 of type .docx
C:/synthetic_data/doc_144.docx,.docx,bob,Synthetic content for document 144 of type .docx
C:/synthetic_data/doc_145.docx,.docx,alice,Synthetic content for document 145 of type .docx
C:/synthetic_data/doc_146.pdf,.pdf,alice,Synthetic content for document 146 of type .pdf
C:/synthetic_data/doc_147.pdf,.pdf,dave,Synthetic content for document 147 of type .pdf
C:/synthetic_data/doc_148.pdf,.pdf,carol,Synthetic content for document 148 of type .pdf
C:/synthetic_data/doc_149.docx,.docx,alice,Synthetic content for document 149 of type .docx
C:/synthetic_data/doc_150.docx,.docx,carol,Synthetic content for document 150 of type .docx
C:/synthetic_data/doc_151.pptx,.pptx,dave,Synthetic content for document 151 of type .pptx
C:/synthetic_data/doc_152.docx,.docx,alice,Synthetic content for document 152 of type .docx
C:/synthetic_data/doc_153.pptx,.pptx,carol,Synthetic content for document 153 of type .pptx
C:/synthetic_data/doc_154.docx,.docx,alice,Synthetic content for document 154 of type .docx
C:/synthetic_data/doc_155.docx,.docx,carol,Synthetic content for document 155 of type .docx
C:/synthetic_data/doc_156.docx,.docx,dave,Synthetic content for document 156 of type .docx
C:/synthetic_data/doc_157.pdf,.pdf,dave,Synthetic content for document 157 of type .pdf
C:/synthetic_data/doc_158.docx,.docx,dave,Synthetic content for document 158 of type .docx
C:/synthetic_data/doc_159.pptx,.pptx,carol,Synthetic content for document 159 of type .pptx
C:/synthetic_data/doc_160.docx,.docx,dave,Synthetic content for document 160 of type .docx
C:/synthetic_data/doc_161.docx,.docx,carol,Synthetic content for document 161 of type .docx
C:/synthetic_data/doc_162.docx,.docx,dave,Synthetic content for document 162 of type .docx
C:/synthetic_data/doc_163.docx,.docx,bob,Synthetic content for document 163 of type .docx
C:/synthetic_data/doc_164.pdf,.pdf,bob,Synthetic content for document 164 of type .pdf
C:/synthetic_data/doc_165.docx,.docx,bob,Synthetic content for document 165 of type .docx
C:/synthetic_data/doc_166.pdf,.pdf,bob,Synthetic content for document 166 of type .pdf
C:/synthetic_data/doc_167.pdf,.pdf,bob,Synthetic content for document 167 of type .pdf
C:/synthetic_data/doc_168.docx,.docx,bob,Synthetic content for document 168 of type .docx
C:/synthetic_data/doc_169.pdf,.pdf,alice,Synthetic content for document 169 of type .pdf
C:/synthetic_data/doc_170.docx,.docx,alice,Synthetic content for document 170 of type .docx
C:/synthetic_data/doc_171.docx,.docx,dave,Synthetic content for document 171 of type .docx
C:/synthetic_data/doc_172.pdf,.pdf,bob,Synthetic content for document 172 of type .pdf
C:/synthetic_data/doc_173.pdf,.pdf,bob,Synthetic content for document 173 of type .pdf
C:/synthetic_data/doc_174.pdf,.pdf,alice,Synthetic content for document 174 of type .pdf
C:/synthetic_data/doc_175.pdf,.pdf,dave,Synthetic content for document 175 of type .pdf
C:/synthetic_data/doc_176.pdf,.pdf,bob,Synthetic content for document 176 of type .pdf
C:/synthetic_data/doc_177.docx,.docx,bob,Synthetic content for document 177 of type .docx
C:/synthetic_data/doc_178.pdf,.pdf,dave,Synthetic content for document 178 of type .pdf
C:/synthetic_data/doc_179.pdf,.pdf,bob,Synthetic content for document 179 of type .pdf
C:/synthetic_data/doc_180.pdf,.pdf,carol,Synthetic content for document 180 of type .pdf
C:/synthetic_data/doc_181.pdf,.pdf,dave,Synthetic content for document 181 of type .pdf
C:/synthetic_data/doc_182.docx,.docx,bob,Synthetic content for document 182 of type .docx
C:/synthetic_data/doc_183.pdf,.pdf,dave,Synthetic content for document 183 of type .pdf
C:/synthetic_data/doc_184.pdf,.pdf,dave,Synthetic content for document 184 of type .pdf
C:/synthetic_data/doc_185.pdf,.pdf,alice,Synthetic content for document 185 of type .pdf
C:/synthetic_data/doc_186.docx,.docx,dave,Synthetic content for document 186 of type .docx
C:/synthetic_data/doc_187.docx,.docx,alice,Synthetic content for document 187 of type .docx
C:/synthetic_data/doc_188.pdf,.pdf,alice,Synthetic content for document 188 of type .pdf
C:/synthetic_data/doc_189.pdf,.pdf,bob,Synthetic content for document 189 of type .pdf
C:/synthetic_data/doc_190.pdf,.pdf,carol,Synthetic content for document 190 of type .pdf
C:/synthetic_data/doc_191.docx,.docx,dave,Synthetic content for document 191 of type .docx
C:/synthetic_data/doc_192.docx,.docx,alice,Synthetic content for document 192 of type .docx
C:/synthetic_data/doc_193.pdf,.pdf,bob,Synthetic content for document 193 of type .pdf
C:/synthetic_data/doc_194.docx,.docx,alice,Synthetic content for document 194 of type .docx
C:/synthetic_data/doc_195.pdf,.pdf,dave,Synthetic content for document 195 of type .pdf
C:/synthetic_data/doc_196.pdf,.pdf,carol,Synthetic content for document 196 of type .pdf
C:/synthetic_data/doc_197.pdf,.pdf,alice,Synthetic content for document 197 of type .pdf
C:/synthetic_data/doc_198.pdf,.pdf,dave,Synthetic content for document 198 of type .pdf
C:/synthetic_data/doc_199.pdf,.pdf,bob,Synthetic content for document 199 of type .pdf
C:/synthetic_data/doc_200.docx,.docx,bob,Synthetic content for document 200 of type .docx
C:/synthetic_data/doc_201.pdf,.pdf,bob,Synthetic content for document 201 of type .pdf
C:/synthetic_data/doc_202.pdf,.pdf,bob,Synthetic content for document 202 of type .pdf
C:/synthetic_data/doc_203.docx,.docx,carol,Synthetic content for document 203 of type .docx
C:/synthetic_data/doc_204.pdf,.pdf,alice,Synthetic content for document 204 of type .pdf
C:/synthetic_data/doc_205.docx,.docx,alice,Synthetic content for document 205 of type .docx
C:/synthetic_data/doc_206.pdf,.pdf,alice,Synthetic content for document 206 of type .pdf
C:/synthetic_data/doc_207.pdf,.pdf,bob,Synthetic content for document 207 of type .pdf
C:/synthetic_data/doc_208.pptx,.pptx,dave,Synthetic content for document 208 of type .pptx
C:/synthetic_data/doc_209.docx,.docx,dave,Synthetic content for document 209 of type .docx
C:/synthetic_data/doc_210.docx,.docx,bob,Synthetic content for document 210 of type .docx
C:/synthetic_data/doc_211.docx,.docx,carol,Synthetic content for document 211 of type .docx
C:/synthetic_data/doc_212.pdf,.pdf,bob,Synthetic content for document 212 of type .pdf
C:/synthetic_data/doc_213.pdf,.pdf,bob,Synthetic content for document 213 of type .pdf
C:/synthetic_data/doc_214.pdf,.pdf,bob,Synthetic content for document 214 of type .pdf
C:/synthetic_data/doc_215.docx,.docx,carol,Synthetic content for document 215 of type .docx
C:/synthetic_data/doc_216.pdf,.pdf,carol,Synthetic content for document 216 of type .pdf
C:/synthetic_data/doc_217.docx,.docx,carol,Synthetic content for document 217 of type .docx
C:/synthetic_data/doc_218.pdf,.pdf,carol,Synthetic content for document 218 of type .pdf
C:/synthetic_data/doc_219.pdf,.pdf,bob,Synthetic content for document 219 of type .pdf
C:/synthetic_data/doc_220.pdf,.pdf,dave,Synthetic content for document 220 of type .pdf
C:/synthetic_data/doc_221.docx,.docx,bob,Synthetic content for document 221 of type .docx
C:/synthetic_data/doc_222.docx,.docx,dave,Synthetic content for document 222 of type .docx
C:/synthetic_data/doc_223.pdf,.pdf,carol,Synthetic content for document 223 of type .pdf
C:/synthetic_data/doc_224.pptx,.pptx,alice,Synthetic content for document 224 of type .pptx
C:/synthetic_data/doc_225.pptx,.pptx,carol,Synthetic content for document 225 of type .pptx
C:/synthetic_data/doc_226.docx,.docx,bob,Synthetic content for document 226 of type .docx
C:/synthetic_data/doc_227.pdf,.pdf,bob,Synthetic content for document 227 of type .pdf
C:/synthetic_data/doc_228.docx,.docx,dave,Synthetic content for document 228 of type .docx
C:/synthetic_data/doc_229.docx,.docx,carol,Synthetic content for document 229 of type .docx
C:/synthetic_data/doc_230.docx,.docx,alice,Synthetic content for document 230 of type .docx
C:/synthetic_data/doc_231.pdf,.pdf,dave,Synthetic content for document 231 of type .pdf
C:/synthetic_data/doc_232.docx,.docx,bob,Synthetic content for document 232 of type .docx
C:/synthetic_data/doc_233.docx,.docx,dave,Synthetic content for document 233 of type .docx
C:/synthetic_data/doc_234.pdf,.pdf,alice,Synthetic content for document 234 of type .pdf
C:/synthetic_data/doc_235.docx,.docx,dave,Synthetic content for document 235 of type .docx
C:/synthetic_data/doc_236.pptx,.pptx,bob,Synthetic content for document 236 of type .pptx
C:/synthetic_data/doc_237.docx,.docx,alice,Synthetic content for document 237 of type .docx
C:/synthetic_data/doc_238.pdf,.pdf,carol,Synthetic content for document 238 of type .pdf
C:/synthetic_data/doc_239.docx,.docx,carol,Synthetic content for document 239 of type .docx
C:/synthetic_data/doc_240.docx,.docx,bob,Synthetic content for document 240 of type .docx
C:/synthetic_data/doc_241.pdf,.pdf,carol,Synthetic content for document 241 of type .pdf
C:/synthetic_data/doc_242.pdf,.pdf,bob,Synthetic content for document 242 of type .pdf
C:/synthetic_data/doc_243.docx,.docx,dave,Synthetic content for document 243 of type .docx
C:/synthetic_data/doc_244.pdf,.pdf,dave,Synthetic content for document 244 of type .pdf
C:/synthetic_data/doc_245.pdf,.pdf,alice,Synthetic content for document 245 of type .pdf
C:/synthetic_data/doc_246.pptx,.pptx,bob,Synthetic content for document 246 of type .pptx
C:/synthetic_data/doc_247.pptx,.pptx,dave,Synthetic content for document 247 of type .pptx
C:/synthetic_data/doc_248.docx,.docx,bob,Synthetic content for document 248 of type .docx
C:/synthetic_data/doc_249.pdf,.pdf,carol,Synthetic content for document 249 of type .pdf
C:/synthetic_data/doc_250.pdf,.pdf,alice,Synthetic content for document 250 of type .pdf
C:/synthetic_data/doc_251.pdf,.pdf,carol,Synthetic content for document 251 of type .pdf
C:/synthetic_data/doc_252.docx,.docx,alice,Synthetic content for document 252 of type .docx
C:/synthetic_data/doc_253.docx,.docx,carol,Synthetic content for document 253 of type .docx
C:/synthetic_data/doc_254.pdf,.pdf,dave,Synthetic content for document 254 of type .pdf
C:/synthetic_data/doc_255.pdf,.pdf,alice,Synthetic content for document 255 of type .pdf
C:/synthetic_data/doc_256.docx,.docx,dave,Synthetic content for document 256 of type .docx
C:/synthetic_data/doc_257.pdf,.pdf,carol,Synthetic content for document 257 of type .pdf
C:/synthetic_data/doc_258.docx,.docx,alice,Synthetic content for document 258 of type .docx
C:/synthetic_data/doc_259.pdf,.pdf,dave,Synthetic content for document 259 of type .pdf
C:/synthetic_data/doc_260.pdf,.pdf,bob,Synthetic content for document 260 of type .pdf
C:/synthetic_data/doc_261.pdf,.pdf,carol,Synthetic content for document 261 of type .pdf
C:/synthetic_data/doc_262.pptx,.pptx,alice,Synthetic content for document 262 of type .pptx
C:/synthetic_data/doc_263.pdf,.pdf,dave,Synthetic content for document 263 of type .pdf
C:/synthetic_data/doc_264.pptx,.pptx,bob,Synthetic content for document 264 of type .pptx
C:/synthetic_data/doc_265.pdf,.pdf,dave,Synthetic content for document 265 of type .pdf
C:/synthetic_data/doc_266.pdf,.pdf,bob,Synthetic content for document 266 of type .pdf
C:/synthetic_data/doc_267.pdf,.pdf,alice,Synthetic content for document 267 of type .pdf
C:/synthetic_data/doc_268.pdf,.pdf,dave,Synthetic content for document 268 of type .pdf
C:/synthetic_data/doc_269.pdf,.pdf,carol,Synthetic content for document 269 of type .pdf
C:/synthetic_data/doc_270.pdf,.pdf,dave,Synthetic content for document 270 of type .pdf
C:/synthetic_data/doc_271.docx,.docx,alice,Synthetic content for document 271 of type .docx
C:/synthetic_data/doc_272.docx,.docx,alice,Synthetic content for document 272 of type .docx
C:/synthetic_data/doc_273.docx,.docx,dave,Synthetic content for document 273 of type .docx
C:/synthetic_data/doc_274.docx,.docx,carol,Synthetic content for document 274 of type .docx
C:/synthetic_data/doc_275.docx,.docx,carol,Synthetic content for document 275 of type .docx
C:/synthetic_data/doc_276.pdf,.pdf,carol,Synthetic content for document 276 of type .pdf
C:/synthetic_data/doc_277.docx,.docx,carol,Synthetic content for document 277 of type .docx
C:/synthetic_data/doc_278.pdf,.pdf,alice,Synthetic content for document 278 of type .pdf
C:/synthetic_data/doc_279.pdf,.pdf,bob,Synthetic content for document 279 of type .pdf
C:/synthetic_data/doc_280.docx,.docx,carol,Synthetic content for document 280 of type .docx
C:/synthetic_data/doc_281.docx,.docx,dave,Synthetic content for document 281 of type .docx
C:/synthetic_data/doc_282.pdf,.pdf,alice,Synthetic content for document 282 of type .pdf
C:/synthetic_data/doc_283.docx,.docx,bob,Synthetic content for document 283 of type .docx
C:/synthetic_data/doc_284.pdf,.pdf,bob,Synthetic content for document 284 of type .pdf
C:/synthetic_data/doc_285.docx,.docx,bob,Synthetic content for document 285 of type .docx
C:/synthetic_data/doc_286.pdf,.pdf,dave,Synthetic content for document 286 of type .pdf
C:/synthetic_data/doc_287.docx,.docx,dave,Synthetic content for document 287 of type .docx
C:/synthetic_data/doc_288.docx,.docx,alice,Synthetic content for document 288 of type .docx
C:/synthetic_data/doc_289.pdf,.pdf,alice,Synthetic content for document 289 of type .pdf
C:/synthetic_data/doc_290.docx,.docx,bob,Synthetic content for document 290 of type .docx
C:/synthetic_data/doc_291.docx,.docx,bob,Synthetic content for document 291 of type .docx
C:/synthetic_data/doc_292.docx,.docx,carol,Synthetic content for document 292 of type .docx
C:/synthetic_data/doc_293.pptx,.pptx,dave,Synthetic content for document 293 of type .pptx
C:/synthetic_data/doc_294.docx,.docx,dave,Synthetic content for document 294 of type .docx
C:/synthetic_data/doc_295.pdf,.pdf,carol,Synthetic content for document 295 of type .pdf
C:/synthetic_data/doc_296.pdf,.pdf,carol,Synthetic content for document 296 of type .pdf
C:/synthetic_data/doc_297.pdf,.pdf,dave,Synthetic content for document 297 of type .pdf
C:/synthetic_data/doc_298.pdf,.pdf,alice,Synthetic content for document 298 of type .pdf
C:/synthetic_data/doc_299.pptx,.pptx,bob,Synthetic content for document 299 of type .pptx
C:/synthetic_data/doc_300.docx,.docx,carol,Synthetic content for document 300 of type .docx
C:/synthetic_data/doc_301.docx,.docx,dave,Synthetic content for document 301 of type .docx
C:/synthetic_data/doc_302.docx,.docx,bob,Synthetic content for document 302 of type .docx
C:/synthetic_data/doc_303.pdf,.pdf,carol,Synthetic content for document 303 of type .pdf
C:/synthetic_data/doc_304.docx,.docx,carol,Synthetic content for document 304 of type .docx
C:/synthetic_data/doc_305.pptx,.pptx,dave,Synthetic content for document 305 of type .pptx
C:/synthetic_data/doc_306.pptx,.pptx,bob,Synthetic content for document 306 of type .pptx
C:/synthetic_data/doc_307.pdf,.pdf,bob,Synthetic content for document 307 of type .pdf
C:/synthetic_data/doc_308.pdf,.pdf,alice,Synthetic content for document 308 of type .pdf
C:/synthetic_data/doc_309.docx,.docx,carol,Synthetic content for document 309 of type .docx
C:/synthetic_data/doc_310.docx,.docx,alice,Synthetic content for document 310 of type .docx
C:/synthetic_data/doc_311.pdf,.pdf,alice,Synthetic content for document 311 of type .pdf
C:/synthetic_data/doc_312.pdf,.pdf,dave,Synthetic content for document 312 of type .pdf
C:/synthetic_data/doc_313.pdf,.pdf,carol,Synthetic content for document 313 of type .pdf
C:/synthetic_data/doc_314.pdf,.pdf,carol,Synthetic content for document 314 of type .pdf
C:/synthetic_data/doc_315.pdf,.pdf,bob,Synthetic content for document 315 of type .pdf
C:/synthetic_data/doc_316.docx,.docx,alice,Synthetic content for document 316 of type .docx
C:/synthetic_data/doc_317.pdf,.pdf,carol,Synthetic content for document 317 of type .pdf
C:/synthetic_data/doc_318.docx,.docx,carol,Synthetic content for document 318 of type .docx
C:/synthetic_data/doc_319.docx,.docx,bob,Synthetic content for document 319 of type .docx
